no,name,smiles,property,prediction,dataset
128,"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)imidazolium hexafluorophosphate ",[N+]1(C)=CN(C=C1)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[P-](F)(F)(F)(F)(F)F ,1.939019776,1.760279976060575,Test
130,1-methyl-3-(3-oxobutyl)imidazolium bromide ,[N+]1(C)=CN(C=C1)CCC(=O)C.[Br-] ,3.78,4.123649946299958,Test
133,1-butyl-3-methylimidazolium 4-methylbenzenesulfonate ,[N+]1(C)=CN(C=C1)CCCC.[O-]S(=O)(=O)c1ccc(C)cc1 ,3.290034611,3.1390336578236884,Test
148,4-ethyl-4-methylmorpholinium 4-methylbenzenesulfonate,[N+]1(C)(CCOCC1)CC.[O-]S(=O)(=O)c1ccc(C)cc1,3.81,3.328785411230114,Test
149,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCOCC1)CCOC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.81,3.3850199865084454,Test
152,4-(2-methoxyethyl)-4-methylmorpholinium chloride,[N+]1(C)(CCOCC1)CCOC.[Cl-],4.6,4.286301273400198,Test
153,4-(2-ethoxyethyl)-4-methylmorpholinium bromide,[Br-].O(CC[N+]1(C)CCOCC1)CC,4.6,4.340306414769362,Test
154,4-(cyanomethyl)-4-methylmorpholinium chloride,[Cl-].N#CC[N+]1(C)CCOCC1,4.6,4.456940929698619,Test
155,4-(3-hydroxypropyl)-4-methylmorpholinium chloride,[N+]1(C)(CCOCC1)CCCO.[Cl-],4.6,4.4622239917219835,Test
158,4-Benzyl-4-methylmorpholinium tetrafluoroboranuide(1-),[N+]1(C)(CCOCC1)Cc1ccccc1.[B-](F)(F)(F)F,2.61,3.097327756785882,Test
159,4-Benzyl-4-methylmorpholinium hydrogen sulfate,[N+]1(C)(CCOCC1)Cc1ccccc1.[O-]S(=O)(=O)O,3.64,3.637467957172418,Test
162,4-Benzyl-4-methylmorpholinium methoxyacetate,[N+]1(C)(CCOCC1)Cc1ccccc1.[O-]C(=O)COC,3.9,3.5550074411136894,Test
163,4-Benzyl-4-methylmorpholinium 2-(2-methoxyethoxy)acetate,[N+]1(C)(CCOCC1)Cc1ccccc1.[O-]C(=O)COCCOC,3.89,3.4205309861661695,Test
165,4-Benzyl-4-methylmorpholinium octanoate,[N+]1(C)(CCOCC1)Cc1ccccc1.[O-]C(=O)CCCCCCC,3.22,2.834191897465018,Test
171,4-benzyl-4-methylmorpholinium 2-hydroxybenzoate,[N+]1(C)(CCOCC1)Cc1ccccc1.[O-]C(=O)c1c(O)cccc1,2.9,3.4948884479330835,Test
174,trihexyltetradecylphosphanium tetrafluoridoboranuide,[P+](CCCCCC)(CCCCCC)(CCCCCC)CCCCCCCCCCCCCC.[B-](F)(F)(F)F ,0.48,0.5139392830362253,Test
176,tetrabutylphosphanium bromide ,[P+](CCCC)(CCCC)(CCCC)CCCC.[Br-] ,1.66,1.747685076035171,Test
182,2-hydroxy-N-(2-hydroxyethyl)ethanaminium 2-methylpropanoate,O=C([O-])C(C)C.OCC[NH2+]CCO,3.474216264,4.1869337412206,Test
190,1-(3-hydroxypropyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.63,3.4233262449981803,Test
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,3.502686329670682,Test
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,4.134090881106866,Test
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,3.358064980124708,Test
208,1-(2-hydroxyethyl)pyridinium iodide ,[n+]1(ccccc1)CCO.[I-] ,4.16,4.285977075125645,Test
212,1-(ethoxymethyl)pyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.12,3.4347770650406124,Test
217,1-Butyl-3-methylpyridinium Tetrafluoroborate,[n+]1(cc(C)ccc1)CCCC.[B-](F)(F)(F)F ,3.3,3.09380634962765,Test
219,1-butylpyridinium tetrafluoroborate ,[n+]1(ccccc1)CCCC.[B-](F)(F)(F)F ,3.6,3.2779098740183628,Test
227,4-(Dimethylamino)-1-butylpyridinium Chloride,[n+]1(ccc(N(C)C)cc1)CCCC.[Cl-] ,1.94,1.7556628142490285,Test
234,1-(3-methoxypropyl)pyridinium chloride ,[n+]1(ccccc1)CCCOC.[Cl-] ,4.6,3.72104667823446,Test
236,1-butylpyridinium bromide ,[n+]1(ccccc1)CCCC.[Br-] ,3.9,3.711781786620691,Test
238,"1-butyl-3,5-dimethylpyridinium chloride ",[n+]1(cc(C)cc(C)c1)CCCC.[Cl-] ,3.42,3.0376358910268566,Test
242,1-butyl-4-methylpyridinium chloride ,[n+]1(ccc(C)cc1)CCCC.[Cl-] ,3.32,3.3422131304537657,Test
243,1-butyl-4-methylpyridinium tetracyanidoboranuide,[n+]1(ccc(C)cc1)CCCC.[B-](C#N)(C#N)(C#N)C#N ,2.88,3.3094459567640726,Test
246,1-butylpyridinium O-methyl sulfate ,[n+]1(ccccc1)CCCC.[O-]S(=O)(=O)OC ,3.92,3.6220020759480596,Test
259,1-butoxymethyl-3-hydroxypyridinium acesulfamates,[n+]1(cc(O)ccc1)COCCCC.[N-]1C(=O)C=C(C)OS1(=O)=O ,3.7,3.311941370243562,Test
266,"1-[(heptyloxy)methyl]-3-hydroxypyridinium 1,1-dioxo-1,2-dihydrobenzo[d]isothiazol-3-onate",[n+]1(cc(O)ccc1)COCCCCCCC.[N-]1C(=O)c2ccccc2S1(=O)=O ,3.0,2.862195221039361,Test
270,1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.01,3.254460039511503,Test
271,1-(2-ethoxyethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCOCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.2,3.358064980124708,Test
279,"1,1-Dihexylpyrrolidinium Tetrafluoroborate",[N+]1(CCCCCC)(CCCC1)CCCCCC.[B-](F)(F)(F)F ,1.23,1.1408032828947559,Test
291,1-(3-methoxypropyl)-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCCOC.[Cl-] ,4.6,4.259075467596989,Test
309,1-Butyl-3-methyl-3H-imidazolium bromide,CCCCN1C=C[N+](=C1)C.[Br-],3.43,3.698554091136856,Test
311,1-Ethyl-3-methyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,3.44,3.5003043094844055,Test
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,3.9622618636110705,Test
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,2.7202228225360012,Test
346,1-Decyl-3-methyl-3H-imidazolium chloride,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],1.34,1.0238478674824703,Test
349,1-Butyl-3-ethyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CN(C=C1)CC,3.26,2.8045396147090087,Test
355,Benzyldecyldimethylammonium chloride,CCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.65,1.5502922128267291,Test
